Family,Type,System Length,Base Level,Top Level,Structural Material,Weight,Exact Weight,Column Location Mark
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,F-1
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,F-2
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,F-3
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,F-4(-2739)
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,F-4(1838)
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,F-5(-2751)
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,F-5
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,F-6
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,F-8(-2972)
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,F-8
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,F-7
Rectangular Hollow Sections-Column,RHS150x100x5,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,131.49 kg,46.24 kg,F-2(2416)
Rectangular Hollow Sections-Column,RHS150x100x5,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,131.49 kg,46.24 kg,F-3(-1546)
UC-Universal Columns-Column,UC305x305x118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,355.00 kg,E(-4000)-8
UC-Universal Columns-Column,UC305x305x118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,351.51 kg,E-8
UC-Universal Columns-Column,UC305x305x118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,351.51 kg,D(2073)-8
Rectangular Hollow Sections-Column,SHS100x6.3,2600,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,112.10 kg,47.66 kg,F(1684)-8
Rectangular Hollow Sections-Column,RHS150x100x5,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,131.49 kg,45.42 kg,D(-1495)-8
UC-Universal Columns-Column,305UC97,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,288.06 kg,A-8
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,A-6
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,A-5
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,A-4
UC-Universal Columns-Column,305UC97,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,288.06 kg,A-3
UC-Universal Columns-Column,305UC198,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,620.24 kg,A-7
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,E-1
UC-Universal Columns-Column,305UC158,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,386.70 kg,C(-1997)-2
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,B-3
UC-Universal Columns-Column,305UC118,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,344.95 kg,B-2(2997)
UC-Universal Columns-Column,305UC137,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,416.87 kg,E-2
UC-Universal Columns-Column,356x368UC202,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,583.01 kg,E-4
UC-Universal Columns-Column,356x406x235UC,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,687.57 kg,E-5
UC-Universal Columns-Column,356x406x287UC,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,886.65 kg,E-6
UC-Universal Columns-Column,356x406x287UC,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,877.93 kg,E-8(-2971)
UC-Universal Columns-Column,356x368UC202,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,583.01 kg,E-3
UC-Universal Columns-Column,356x406x287UC,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,877.93 kg,E-7
UC-Universal Columns-Column,203X203/8.5x12.7,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,132.36 kg,C-5
UC-Universal Columns-Column,203X203/8.5x12.7,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,132.36 kg,C-4
UC-Universal Columns-Column,203X203/8.5x12.7,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,132.36 kg,C-6
UC-Universal Columns-Column,203X203/8.5x12.7,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,132.36 kg,C-7
UC-Universal Columns-Column,203X203/8.5x12.7,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,132.36 kg,B-2
UC-Universal Columns-Column,UC254x254x73,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,222.99 kg,217.51 kg,E(-2863)-4(-2732)
UC-Universal Columns-Column,254UC167,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,501.52 kg,E(-2862)-3
UC-Universal Columns-Column,254UC167,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,501.52 kg,E(-2862)-4
UC-Universal Columns-Column,254UC167,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,501.52 kg,E(-1809)-4(1838)
UC-Universal Columns-Column,254UC132,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,395.46 kg,E(-1807)-5(-1852)
Rectangular Hollow Sections-Column,SHS100x6.3,2695,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,116.19 kg,49.42 kg,F(1687)-8(-2970)
UC-Universal Columns-Column,254UC89,3050,Level -01 Basement Floor,Level 00 - Ground Floor,Metal - Steel 50-355,294.60 kg,268.48 kg,E(-785)-4(-2732)
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,F-1
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,F-2
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,F-3
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,537.74 kg,F-4(-2738)
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,F-4(1838)
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,F-5(-2751)
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,F-5
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,F-6
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,F-8(-2972)
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,F-8
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,F-7
Rectangular Hollow Sections-Column,RHS150x100x5,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,67.45 kg,F-2(2416)
Rectangular Hollow Sections-Column,RHS150x100x5,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,67.45 kg,F-3(-1546)
UC-Universal Columns-Column,UC305x305x118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,482.45 kg,E(-4000)-8
UC-Universal Columns-Column,UC305x305x118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,482.45 kg,E-8
UC-Universal Columns-Column,UC305x305x118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,482.45 kg,D(2073)-8
Rectangular Hollow Sections-Column,SHS100x6.3,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,70.91 kg,F(1684)-8
Rectangular Hollow Sections-Column,RHS150x100x5,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,66.63 kg,D(-1495)-8
UC-Universal Columns-Column,305UC97,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,395.37 kg,A-8
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,A-6
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,A-5
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,A-4
UC-Universal Columns-Column,305UC97,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,395.37 kg,A-3
UC-Universal Columns-Column,305UC198,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,851.29 kg,A-7
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,E-1
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,C(-1997)-2
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,B-3
UC-Universal Columns-Column,305UC118,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,473.45 kg,B-2(2997)
UC-Universal Columns-Column,305UC137,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,572.16 kg,E-2
UC-Universal Columns-Column,356x368UC202,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,800.18 kg,E-4
UC-Universal Columns-Column,356x406x235UC,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,943.70 kg,E-5
UC-Universal Columns-Column,356x406x287UC,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,1204.97 kg,E-6
UC-Universal Columns-Column,356x406x287UC,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,917.99 kg,E-8(-2971)
UC-Universal Columns-Column,356x368UC202,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,800.18 kg,E-3
UC-Universal Columns-Column,UC254x254x73,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,298.54 kg,E(-2863)-4(-2732)
UC-Universal Columns-Column,254UC167,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-3
UC-Universal Columns-Column,254UC167,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-4
UC-Universal Columns-Column,254UC167,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,699.54 kg,E(-1809)-4(1838)
UC-Universal Columns-Column,254UC132,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,542.77 kg,E(-1807)-5(-1852)
Rectangular Hollow Sections-Column,SHS100x6.3,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,70.91 kg,F(1687)-8(-2970)
UC-Universal Columns-Column,254UC89,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,400.36 kg,368.49 kg,E(-785)-4(-2732)
Rectangular Hollow Sections-Column,RHS150x100x5,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,178.70 kg,73.22 kg,B(345)-8
UC-Universal Columns-Column,305UC158,4145,Level 00 - Ground Floor,Level 01 - First Floor,Metal - Steel 50-355,303.04 kg,530.75 kg,F-4(-2739)
UC-Universal Columns-Column,254UC89,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,368.49 kg,F-1
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,F-2
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,530.75 kg,F-3
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,537.74 kg,F-4(-2738)
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,F-4(1838)
UC-Universal Columns-Column,254UC89,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,368.49 kg,F-5(-2751)
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,F-5
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,F-6
UC-Universal Columns-Column,254UC89,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,368.49 kg,F-8(-2972)
UC-Universal Columns-Column,254UC89,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,368.49 kg,F-8
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,F-7
Rectangular Hollow Sections-Column,RHS150x100x5,3845,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,165.77 kg,61.79 kg,F-2(2416)
Rectangular Hollow Sections-Column,RHS150x100x5,3845,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,165.77 kg,61.79 kg,F-3(-1546)
UC-Universal Columns-Column,UC305x305x118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,482.45 kg,E(-4000)-8
UC-Universal Columns-Column,UC305x305x118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,482.45 kg,E-8
UC-Universal Columns-Column,UC305x305x118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,482.45 kg,D(2073)-8
Rectangular Hollow Sections-Column,SHS100x6.3,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,178.70 kg,70.91 kg,F(1684)-8
Rectangular Hollow Sections-Column,RHS150x100x5,3845,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,165.77 kg,60.97 kg,D(-1495)-8
UC-Universal Columns-Column,305UC97,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,395.37 kg,A-8
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,530.75 kg,A-6
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,530.75 kg,A-5
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,530.75 kg,A-4
UC-Universal Columns-Column,305UC97,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,395.37 kg,A-3
UC-Universal Columns-Column,305UC198,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,851.29 kg,A-7
UC-Universal Columns-Column,254UC89,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,368.49 kg,E-1
UC-Universal Columns-Column,305UC158,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,530.75 kg,C(-1997)-2
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,B-3
UC-Universal Columns-Column,305UC118,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,473.45 kg,B-2(2997)
UC-Universal Columns-Column,305UC137,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,572.16 kg,E-2
UC-Universal Columns-Column,356x368UC202,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,800.18 kg,E-4
UC-Universal Columns-Column,356x406x235UC,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,943.70 kg,E-5
UC-Universal Columns-Column,356x406x287UC,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,1204.97 kg,E-6
UC-Universal Columns-Column,356x406x287UC,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,917.99 kg,E-8(-2971)
UC-Universal Columns-Column,356x368UC202,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,800.18 kg,E-3
UC-Universal Columns-Column,UC254x254x73,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,303.04 kg,298.54 kg,E(-2863)-4(-2732)
UC-Universal Columns-Column,254UC167,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-3
UC-Universal Columns-Column,254UC167,4145,Level 01 - First Floor,02_SSL. 2nd FLOOR,Metal - Steel 50-355,400.36 kg,688.34 kg,E(-2862)-4
